TIMESTAMP;Tair_Avg;RH_Avg;WS_Avg;SolRad_Out_Avg;Tair_in_1_Avg;RH_in_1_Avg;Sol_in_1_Avg;Par_in_1_Avg;Tair_in_2_Avg;RH_in_2_Avg;Sol_in_2_Avg;Par_in_2_Avg;Tin_Avg;RHin_Avg;Solin_Avg;Par_Avg
2022-05-08 02:50:00;18.23;40.33;4.161;0;19.9;31.98;17.3;0.788;20.55;36.67;0;0.548;20.225;34.325;8.65;0.668
2022-05-08 03:00:00;18.13;40.3;4.188;0;19.78;31.93;17.3;0.742;20.42;36.66;0;0.569;20.1;34.295;8.65;0.6555
2022-05-08 03:10:00;18.17;40.33;4.401;0;19.68;31.95;17.3;0.811;20.34;36.62;0;0.569;20.01;34.285;8.65;0.69
2022-05-08 03:20:00;18.34;39.35;4.901;0;19.64;31.83;17.3;0.579;20.34;36.5;0;0.885;19.99;34.165;8.65;0.732
2022-05-08 03:30:00;18.43;39.35;4.589;0;19.7;31.45;17.3;0.672;20.4;36.16;0;0.442;20.05;33.805;8.65;0.557
2022-05-08 03:40:00;18.36;39.37;4.436;0;19.72;31.48;17.3;0.834;20.37;36.22;0;0.337;20.045;33.85;8.65;0.5855
2022-05-08 03:50:00;18.45;37.17;5.113;0;19.67;31.27;17.3;0.95;20.31;35.98;0;0.569;19.99;33.625;8.65;0.7595
2022-05-08 04:00:00;18.41;37.1;4.781;0;19.63;30.9;17.3;0.95;20.24;35.63;0;0.611;19.935;33.265;8.65;0.7805
2022-05-08 04:10:00;18.45;36.91;4.625;0;19.61;30.69;17.3;0.742;20.23;35.38;0;0.4;19.92;33.035;8.65;0.571
2022-05-08 04:20:00;18.73;35.35;4.251;0;19.65;30.22;17.3;0.927;20.27;34.99;0;0.611;19.96;32.605;8.65;0.769
2022-05-08 04:30:00;18.76;35.1;3.128;0;19.69;29.94;17.3;0.788;20.29;34.71;0;0.632;19.99;32.325;8.65;0.71
2022-05-08 04:40:00;18.86;34.14;2.674;0;19.7;29.7;17.3;0.834;20.3;34.41;0;0.59;20;32.055;8.65;0.712
2022-05-08 04:50:00;18.74;35.73;2.456;0;19.66;29.62;17.3;0.556;20.27;34.36;0;0.611;19.965;31.99;8.65;0.5835
2022-05-08 05:00:00;18.55;35.06;2.599;0;19.56;29.83;17.3;0.672;20.18;34.52;0;0.758;19.87;32.175;8.65;0.715
2022-05-08 05:10:00;18.48;34.39;3.201;0;19.44;29.81;17.3;0.904;20.07;34.46;0;0.653;19.755;32.135;8.65;0.7785
2022-05-08 05:20:00;18.36;34.33;3.313;0;19.33;29.73;17.3;1.228;19.96;34.33;0.302;0.864;19.645;32.03;8.801;1.046
2022-05-08 05:30:00;18.34;34.11;4.31;0;19.18;29.65;17.39;3.291;19.85;34.2;6.643;3.013;19.515;31.925;12.0165;3.152
2022-05-08 05:40:00;18.31;34.27;3.277;1.131;19.12;29.4;17.68;8.07;19.81;34.1;9.06;7.837;19.465;31.75;13.37;7.9535
2022-05-08 05:50:00;18.14;34.87;2.591;7.003;19.14;29.33;22.58;14.7;19.84;33.99;9.06;15.97;19.49;31.66;15.82;15.335
2022-05-08 06:00:00;18.23;34.88;3.869;20.49;19.18;29.04;27.68;26.17;19.92;33.66;16.61;28.88;19.55;31.35;22.145;27.525
2022-05-08 06:10:00;18.12;35.74;4.193;38.41;19.37;28.68;29.69;39.36;20.19;33.36;23.25;45.23;19.78;31.02;26.47;42.295
2022-05-08 06:20:00;18.2;36;4.148;69.11;19.68;28.21;36.61;53.77;20.67;32.73;31.86;63.41;20.175;30.47;34.235;58.59
2022-05-08 06:30:00;18.37;34.73;3.392;95.7;20.04;27.75;43.05;67.33;21.29;31.9;41.67;83.3;20.665;29.825;42.36;75.315
2022-05-08 06:40:00;18.36;40.27;2.425;124.1;20.51;27.18;50.64;81.1;22.11;31.14;49.52;100.9;21.31;29.16;50.08;91
2022-05-08 06:50:00;18.37;35.89;3.333;127.1;21.01;26.76;52.57;88.6;22.88;30.21;53.14;115.6;21.945;28.485;52.855;102.1
2022-05-08 07:00:00;18.37;36.27;3.752;81.8;21.38;26.35;51.89;87.7;23.09;30.2;45.29;98.4;22.235;28.275;48.59;93.05
2022-05-08 07:10:00;18.47;36.2;3.27;141;21.73;25.63;68.9;120.1;23.29;29.65;70.66;158.2;22.51;27.64;69.78;139.15
2022-05-08 07:20:00;18.87;33.77;4.477;246.5;22.71;23.05;122;210;25.58;25.87;128.6;266.7;24.145;24.46;125.3;238.35
2022-05-08 07:30:00;19.12;33.49;4.614;141.6;23.45;22.87;87.2;156.5;25.85;26.34;67.33;172.3;24.65;24.605;77.265;164.4
2022-05-08 07:40:00;19.21;33.9;3.972;178.7;23.92;21.98;108.9;197.2;25.69;26.36;87.6;214.9;24.805;24.17;98.25;206.05
2022-05-08 07:50:00;19.24;34.88;5.732;163.5;24.52;21.43;99.3;182;25.82;26.6;78.8;198.3;25.17;24.015;89.05;190.15
2022-05-08 08:00:00;19.04;37.85;5.382;144.3;24.54;22.29;88.6;164.4;25.61;27.43;68.08;180.4;25.075;24.86;78.34;172.4
2022-05-08 08:10:00;18.92;38.43;4.381;168.2;24.58;22.62;104.3;194.3;25.54;28.01;86.8;213.9;25.06;25.315;95.55;204.1
2022-05-08 08:20:00;18.88;37.96;5.159;168.7;24.77;22.72;102.6;191.1;25.72;28.17;84.4;212.3;25.245;25.445;93.5;201.7
2022-05-08 08:30:00;19.06;35.72;5.11;176.2;24.91;22.5;106.7;198.2;25.73;27.87;89.1;222;25.32;25.185;97.9;210.1
2022-05-08 08:40:00;19.19;36.87;4.926;188.5;25.14;21.99;114.9;214;25.84;27.75;97.1;237.2;25.49;24.87;106;225.6
2022-05-08 08:50:00;19.22;37.9;4.621;188.4;25.42;21.92;115.8;215.3;26.07;27.73;97.4;238;25.745;24.825;106.6;226.65
2022-05-08 09:00:00;19.22;38.12;4.312;186.5;25.67;21.93;115.5;214.5;26.42;27.42;99.6;234.7;26.045;24.675;107.55;224.6
2022-05-08 09:10:00;19.24;38.92;4.424;207.7;25.95;21.69;128.8;238.1;26.84;27.1;109;257.9;26.395;24.395;118.9;248
2022-05-08 09:20:00;19.26;40.22;3.813;254.7;26.5;21.13;154.9;292.2;27.4;26.76;136.2;316.4;26.95;23.945;145.55;304.3
2022-05-08 09:30:00;19.61;38.52;3.682;348.3;27.6;19.63;217.5;411.1;28.51;25.69;199.1;450.4;28.055;22.66;208.3;430.75
2022-05-08 09:40:00;20.06;36.21;4.14;318.6;28.86;18.33;196.9;372.8;29.69;24.39;178.1;405.8;29.275;21.36;187.5;389.3
2022-05-08 09:50:00;20.2;34.91;4.26;277.6;29.54;17.64;168.1;317;30.35;23.49;150.8;340.9;29.945;20.565;159.45;328.95
2022-05-08 10:00:00;20.38;34.8;4.103;306.6;29.83;17.16;186.4;356;30.68;22.93;169.5;386.7;30.255;20.045;177.95;371.35
2022-05-08 10:10:00;20.66;34.77;3.833;327.6;30.53;16.14;203.2;390.5;31.26;22.32;183.8;425.7;30.895;19.23;193.5;408.1
2022-05-08 10:20:00;20.56;35.99;4.19;207.6;30.6;16.84;128.3;246.7;31.38;22.6;115.3;266;30.99;19.72;121.8;256.35
2022-05-08 10:30:00;20.13;41.25;4.097;198.3;29.82;18.61;118.6;231.8;30.58;24.05;108.5;250.8;30.2;21.33;113.55;241.3
2022-05-08 10:40:00;19.96;41.18;4.252;351.2;29.05;20.77;209.6;411.6;29.86;26.26;195.5;448.4;29.455;23.515;202.55;430
2022-05-08 10:50:00;20.61;36.9;4.595;465;30.07;18.58;288.2;562.2;30.98;24.62;271.2;618.3;30.525;21.6;279.7;590.25
2022-05-08 11:00:00;21.13;34;4.833;467.9;31.95;16.08;298.6;575.1;32.75;22.41;276.8;628.3;32.35;19.245;287.7;601.7
2022-05-08 11:10:00;21.44;32.39;4.188;351.4;32.94;15.27;217.5;424.4;33.87;20.96;200.1;459;33.405;18.115;208.8;441.7
2022-05-08 11:20:00;21.34;32.96;5.076;284.3;32.86;15.41;173.9;343.7;33.75;20.99;161.5;371.6;33.305;18.2;167.7;357.65
2022-05-08 11:30:00;21.21;30.96;4.348;266.5;32.36;15.39;158.8;317.1;32.95;21.08;148.8;344.3;32.655;18.235;153.8;330.7
2022-05-08 11:40:00;21.09;33.07;5.345;300.2;31.97;15.37;179.4;354.8;32.61;21.14;165.3;379.6;32.29;18.255;172.35;367.2
2022-05-08 11:50:00;21.12;32.18;5.471;327.4;32.09;14.66;194;384.3;32.57;20.94;180.4;411.6;32.33;17.8;187.2;397.95
2022-05-08 12:00:00;21.33;30.78;5.906;345.6;32.25;14.24;209.8;415.3;32.86;20.24;195.3;450.7;32.555;17.24;202.55;433
2022-05-08 12:10:00;21.47;31.68;6.131;359.8;32.58;13.6;220.5;439.9;33.3;19.71;206.5;473.8;32.94;16.655;213.5;456.85
2022-05-08 12:20:00;21.61;31.36;6.376;391.4;32.95;13.32;246.1;487.9;33.72;19.49;230;532.3;33.335;16.405;238.05;510.1
2022-05-08 12:30:00;21.94;30.62;5.325;375.4;33.43;13.05;244.6;484.8;34.41;18.87;228.8;519.6;33.92;15.96;236.7;502.2
2022-05-08 12:40:00;21.91;32.48;4.907;454.6;33.53;13.12;296.5;590.8;34.4;18.98;289.9;655.1;33.965;16.05;293.2;622.95
2022-05-08 12:50:00;23.22;30.59;4.202;920;36.27;10.39;651.5;1286;38.06;16.14;639.6;1414;37.165;13.265;645.55;1350
2022-05-08 13:00:00;23.63;27.51;4.966;479.2;39.4;9.23;323.5;600.3;41.03;14.62;294.6;668.5;40.215;11.925;309.05;634.4
2022-05-08 13:10:00;23.02;27.37;3.741;318.1;38.76;9.94;189;376.1;39.74;15.31;178.5;403.9;39.25;12.625;183.75;390
2022-05-08 13:20:00;22.92;26.29;4.856;396.7;37.69;10;249.8;493.4;38.63;15.49;227.3;517.5;38.16;12.745;238.55;505.45
2022-05-08 13:30:00;22.95;25.29;3.766;372.1;37.19;9.76;226.5;442.6;38.03;15.36;208;470.5;37.61;12.56;217.25;456.55
2022-05-08 13:40:00;23.52;25.37;3.093;666.1;37.83;8.93;463.8;873;38.99;14.15;397.1;906;38.41;11.54;430.45;889.5
2022-05-08 13:50:00;24.12;26.72;4.046;551.8;39.75;8.22;379.5;698.3;41.3;13.03;345.2;748.1;40.525;10.625;362.35;723.2
2022-05-08 14:00:00;23.68;28.65;4.315;484.1;40.43;8.36;334.8;632;42.1;13;305.8;680.9;41.265;10.68;320.3;656.45
2022-05-08 14:10:00;23.38;30.53;3.964;418.1;39.99;9.02;276.5;544.8;41.44;13.89;261.6;591.9;40.715;11.455;269.05;568.35
2022-05-08 14:20:00;22.87;32.27;3.618;261;38.74;9.97;153.1;304.7;39.66;15.61;145.2;328.1;39.2;12.79;149.15;316.4
2022-05-08 14:30:00;22.82;32.25;3.689;358.9;37.5;10.69;223.5;434.3;38.34;16.63;202.4;461.6;37.92;13.66;212.95;447.95
2022-05-08 14:40:00;23.21;30.91;3.509;452.2;37.48;10.42;300.6;577;38.29;16.54;268.7;605.7;37.885;13.48;284.65;591.35
2022-05-08 14:50:00;23.4;31.48;3.605;398;37.91;10.24;254.6;485.6;38.79;16.24;224.7;516;38.35;13.24;239.65;500.8
2022-05-08 15:00:00;23.24;33.53;3.803;335.4;37.81;10.71;215.7;404.4;38.57;16.86;188.8;432.4;38.19;13.785;202.25;418.4
2022-05-08 15:10:00;22.97;34.57;3.578;308.7;37.18;11.64;191.9;367;37.92;17.64;170.9;389.5;37.55;14.64;181.4;378.25
2022-05-08 15:20:00;22.91;32.92;3.763;335.2;36.64;12.11;215.3;403.7;37.48;18.07;188.1;423.3;37.06;15.09;201.7;413.5
2022-05-08 15:30:00;22.72;32.55;3.824;283.8;36.22;12.32;178.5;335.9;36.78;18.45;157.6;360.8;36.5;15.385;168.05;348.35
2022-05-08 15:40:00;22.67;33.86;3.451;324.3;35.69;12.63;206.2;383.3;36.2;18.8;184.7;416.1;35.945;15.715;195.45;399.7
2022-05-08 15:50:00;23.2;32.32;3.243;532.6;36.38;11.67;359.4;636.8;37.39;17.51;334.2;744.2;36.885;14.59;346.8;690.5
2022-05-08 16:00:00;24.26;29.85;3.16;653.1;38.52;9.97;444.4;788.5;40.11;15.2;386.7;820;39.315;12.585;415.55;804.25
2022-05-08 16:10:00;24.88;26.86;3.099;621.3;40.44;9.1;414.2;768.8;42.86;13.36;362.5;824;41.65;11.23;388.35;796.4
2022-05-08 16:20:00;25.05;26.12;3.36;431.6;41.28;8.78;242.7;490.7;44.06;12.53;253.9;536.7;42.67;10.655;248.3;513.7
2022-05-08 16:30:00;24.41;27.68;3.485;428.5;40.74;8.96;283.6;513.4;42.71;13.31;228.2;518.6;41.725;11.135;255.9;516
2022-05-08 16:40:00;24.44;30.38;2.858;488.8;40.45;9.08;286.1;543.7;43.02;12.92;344;695.8;41.735;11;315.05;619.75
2022-05-08 16:50:00;24.35;31.42;3.296;254.7;39.81;9.97;154.3;282.1;42.51;14.2;153;351.2;41.16;12.085;153.65;316.65
2022-05-08 17:00:00;23.32;33.07;2.928;180.1;37.97;11.44;116.3;218;39.21;16.9;99.8;237.3;38.59;14.17;108.05;227.65
2022-05-08 17:10:00;22.96;33.54;2.485;195.6;36.3;12.83;125.5;231.4;37.04;18.55;106.4;250.4;36.67;15.69;115.95;240.9
2022-05-08 17:20:00;22.89;32.98;3.465;196.8;35.24;13.55;125.4;229.9;35.78;19.51;106.7;247;35.51;16.53;116.05;238.45
2022-05-08 17:30:00;22.78;32.9;3.069;180.5;34.25;14.34;114.6;205.2;34.64;20.36;101.7;228.6;34.445;17.35;108.15;216.9
2022-05-08 17:40:00;22.77;31.87;2.95;180.4;33.62;14.61;116.1;204.7;34.05;20.54;102;231;33.835;17.575;109.05;217.85
2022-05-08 17:50:00;22.63;32.31;3.392;139.9;33.02;14.93;92.2;160.1;33.16;21.23;75.01;174.4;33.09;18.08;83.605;167.25
2022-05-08 18:00:00;22.45;33.87;2.82;133.5;32.29;15.68;91.1;157.3;32.36;21.98;73.35;168.7;32.325;18.83;82.225;163
2022-05-08 18:10:00;22.36;34.55;2.833;154.3;31.68;16.41;96;160.2;31.85;22.68;80.6;176.3;31.765;19.545;88.3;168.25
2022-05-08 18:20:00;22.19;34.18;3.032;90.4;31.14;17.24;61.97;100.7;31.5;23.13;51.77;108.7;31.32;20.185;56.87;104.7
2022-05-08 18:30:00;21.89;34.02;2.701;73.6;30.24;18.28;52.27;83.2;30.54;24.15;45.28;88.1;30.39;21.215;48.775;85.65
2022-05-08 18:40:00;21.68;35.48;2.547;52.99;29.38;19.21;42.95;64.4;29.67;25.08;34.86;68.87;29.525;22.145;38.905;66.635
2022-05-08 18:50:00;21.35;37.2;3.08;41.71;28.49;20.65;36.03;52.05;28.85;26.31;27.17;54.74;28.67;23.48;31.6;53.395
2022-05-08 19:00:00;21.08;38.8;3.315;34.74;27.59;21.99;33.44;43.15;27.95;27.71;27.17;45.58;27.77;24.85;30.305;44.365
2022-05-08 19:10:00;20.85;39.73;3.281;26.99;26.78;23.48;29.02;33.16;27.17;29.02;22.04;34.97;26.975;26.25;25.53;34.065
2022-05-08 19:20:00;20.56;41.56;3.088;13.49;26.02;24.84;26.04;18.17;26.52;30.1;14.04;19.04;26.27;27.47;20.04;18.605
2022-05-08 19:30:00;20.42;41.87;3.1;3.343;25.36;26.03;19.99;8.83;25.84;31.32;9.06;8.76;25.6;28.675;14.525;8.795
2022-05-08 19:40:00;20.3;41.09;2.779;0;24.73;27.03;17.59;3.384;25.22;32.3;7.094;2.991;24.975;29.665;12.342;3.1875
2022-05-08 19:50:00;20.24;38.23;3.603;0;24.2;27.73;17.39;1.576;24.64;32.9;0;0.927;24.42;30.315;8.695;1.2515
2022-05-08 20:00:00;20.32;36.16;3.278;0;23.74;27.61;17.49;1.205;24.18;32.58;0;0.527;23.96;30.095;8.745;0.866
2022-05-08 20:10:00;20.33;34.27;3.05;0;23.38;27.27;17.49;0.811;23.87;32.12;0;0.548;23.625;29.695;8.745;0.6795
2022-05-08 20:20:00;20.38;31.25;3.161;0;23.11;26.83;17.49;0.672;23.69;31.59;0;0.548;23.4;29.21;8.745;0.61
2022-05-08 20:30:00;20.58;31.51;3.085;0;22.87;26.36;17.39;0.881;23.53;31.09;0;0.379;23.2;28.725;8.695;0.63
2022-05-08 20:40:00;20.67;32.02;2.969;0;22.71;26.11;17.49;0.95;23.39;30.89;0;0.569;23.05;28.5;8.745;0.7595
2022-05-08 20:50:00;20.6;33.17;1.765;0;22.62;26.09;17.49;1.089;23.3;30.94;0;0.484;22.96;28.515;8.745;0.7865
2022-05-08 21:00:00;20.5;34.41;2.609;0;22.48;26.46;17.49;0.718;23.2;31.21;0;0.758;22.84;28.835;8.745;0.738
2022-05-08 21:10:00;20.5;35.72;4.011;0;22.35;26.86;17.68;0.788;23.04;31.79;0;0.569;22.695;29.325;8.84;0.6785
2022-05-08 21:20:00;20.23;36.5;1.517;0;22.27;27.18;17.49;0.811;22.96;32.11;0;0.59;22.615;29.645;8.745;0.7005
2022-05-08 21:30:00;19.92;37.11;1.625;0;22.14;27.61;17.59;0.881;22.86;32.43;0;0.506;22.5;30.02;8.795;0.6935
2022-05-08 21:40:00;19.84;37.8;2.552;0;21.99;28.05;17.59;1.205;22.73;32.79;0;0.421;22.36;30.42;8.795;0.813
2022-05-08 21:50:00;19.82;38.65;2.198;0;21.85;28.45;17.49;0.742;22.58;33.3;0;0.611;22.215;30.875;8.745;0.6765
2022-05-08 22:00:00;19.67;39.44;2.456;0;21.72;28.92;17.59;0.858;22.5;33.63;0;0.59;22.11;31.275;8.795;0.724
2022-05-08 22:10:00;19.47;47.15;2.849;0;21.61;29.4;17.68;0.997;22.4;34.38;0;0.463;22.005;31.89;8.84;0.73
2022-05-08 22:20:00;18.5;49.22;1.118;0;21.45;30.93;17.39;1.159;22.2;36.04;0;0.463;21.825;33.485;8.695;0.811
2022-05-08 22:30:00;18.28;46.19;0.535;0;21.17;31.9;17.59;0.718;22.01;36.24;0;0.358;21.59;34.07;8.795;0.538
2022-05-08 22:40:00;17.5;49.03;0.578;0;20.85;32.65;17.39;0.742;21.75;36.76;0;0.59;21.3;34.705;8.695;0.666
2022-05-08 22:50:00;16.86;51.19;0.208;0;20.5;33.35;17.49;0.811;21.43;37.41;0;0.569;20.965;35.38;8.745;0.69
2022-05-08 23:00:00;16.3;53.48;0.416;0;20.11;34.24;17.49;0.904;21.08;38.25;0;0.548;20.595;36.245;8.745;0.726
2022-05-08 23:10:00;15.84;55.72;0.542;0;19.72;35.05;17.39;0.811;20.73;39.12;0;0.569;20.225;37.085;8.695;0.69
2022-05-08 23:20:00;15.38;57.85;0.314;0;19.41;35.75;17.39;0.742;20.43;39.88;0;0.485;19.92;37.815;8.695;0.6135
2022-05-08 23:30:00;15.14;59.16;0.784;0;19.04;36.59;17.49;0.95;20.12;40.77;0;0.4;19.58;38.68;8.745;0.675
2022-05-08 23:40:00;15.87;66.17;1.62;0;18.77;37.82;17.49;0.719;19.8;42.79;0;0.485;19.285;40.305;8.745;0.602
2022-05-08 23:50:00;16.15;66.97;1.293;0;18.67;39.55;17.49;1.066;19.57;45.01;0;0.506;19.12;42.28;8.745;0.786
2022-05-09 00:00:00;15.67;65.05;0.168;0;18.53;40.94;17.59;0.95;19.47;45.69;0;0.463;19;43.315;8.795;0.7065
2022-05-09 00:10:00;15.23;66.02;0.664;0;18.31;41.85;17.49;0.927;19.27;46.31;0;0.379;18.79;44.08;8.745;0.653
2022-05-09 00:20:00;15.29;66.7;0.921;0;18.1;42.5;17.59;0.927;19.07;46.8;0;0.527;18.585;44.65;8.795;0.727
2022-05-09 00:30:00;15.77;67.28;1.053;0;17.98;43.35;17.59;0.834;18.93;47.9;0;0.506;18.455;45.625;8.795;0.67
2022-05-09 00:40:00;15.26;66.59;0.662;0;17.91;43.94;17.59;0.974;18.86;48.06;0;0.442;18.385;46;8.795;0.708
2022-05-09 00:50:00;14.59;66.21;0.182;0;17.74;44.72;17.49;0.788;18.72;48.51;0;0.59;18.23;46.615;8.745;0.689
2022-05-09 01:00:00;14.13;66.4;0.326;0;17.51;45.18;17.59;0.788;18.57;48.55;0;0.527;18.04;46.865;8.795;0.6575
2022-05-09 01:10:00;13.59;67.86;0.429;0;17.27;45.68;17.59;0.788;18.35;48.87;0;0.506;17.81;47.275;8.795;0.647
2022-05-09 01:20:00;13.19;69.41;0.283;0;17.01;46.29;17.59;0.603;18.06;49.51;0;0.569;17.535;47.9;8.795;0.586
2022-05-09 01:30:00;13.05;70.62;0.395;0;16.76;46.83;17.49;0.533;17.81;50.07;0;0.569;17.285;48.45;8.745;0.551
2022-05-09 01:40:00;13.12;71.15;0.253;0;16.57;47.17;17.78;0.719;17.64;50.4;0;0.632;17.105;48.785;8.89;0.6755
2022-05-09 01:50:00;13.28;71.49;0.448;0;16.44;47.41;17.59;0.858;17.51;50.61;0;0.506;16.975;49.01;8.795;0.682
2022-05-09 02:00:00;13.49;71.56;0.273;0;16.37;47.54;17.59;0.695;17.46;50.81;0;0.611;16.915;49.175;8.795;0.653
2022-05-09 02:10:00;13.44;71.57;0.212;0;16.34;47.58;17.59;0.742;17.38;51.12;0;0.569;16.86;49.35;8.795;0.6555
2022-05-09 02:20:00;13.5;71.86;0.114;0;16.33;47.61;17.68;0.719;17.37;51.21;0;0.379;16.85;49.41;8.84;0.549
2022-05-09 02:30:00;13.38;71.95;0.287;0;16.32;47.9;17.78;0.603;17.36;51.31;0;0.548;16.84;49.605;8.89;0.5755
2022-05-09 02:40:00;13.34;72.44;0.243;0;16.26;48.28;17.68;0.649;17.35;51.58;0;0.464;16.805;49.93;8.84;0.5565
2022-05-09 02:50:00;13.28;72.65;0.242;0;16.16;48.82;17.59;0.904;17.23;52;0;0.379;16.695;50.41;8.795;0.6415
2022-05-09 03:00:00;13.2;73;0;0;16.01;49.31;17.78;0.487;17.1;52.52;0;0.653;16.555;50.915;8.89;0.57
2022-05-09 03:10:00;13.09;73.52;0.105;0;15.87;49.85;17.59;0.811;16.96;53.16;0;0.59;16.415;51.505;8.795;0.7005
2022-05-09 03:20:00;13;74.22;0.075;0;15.77;50.25;17.59;0.765;16.84;53.49;0;0.379;16.305;51.87;8.795;0.572
2022-05-09 03:30:00;13;75.11;0.274;0;15.68;50.69;17.59;0.44;16.74;53.9;0;0.59;16.21;52.295;8.795;0.515
2022-05-09 03:40:00;12.92;75.55;0.62;0;15.62;51.02;17.68;0.904;16.67;54.36;0;0.485;16.145;52.69;8.84;0.6945
2022-05-09 03:50:00;12.85;76.66;0.877;0;15.55;51.5;17.49;0.719;16.61;54.73;0;0.506;16.08;53.115;8.745;0.6125
2022-05-09 04:00:00;13.2;75.47;0.963;0;15.53;51.63;17.68;0.858;16.55;55.43;0;0.211;16.04;53.53;8.84;0.5345
2022-05-09 04:10:00;13.38;75.3;1.65;0;15.55;51.71;17.68;0.603;16.56;55.63;0;0.569;16.055;53.67;8.84;0.586
2022-05-09 04:20:00;14.17;71.61;1.172;0;15.71;51.26;17.68;0.811;16.69;55.49;0;0.464;16.2;53.375;8.84;0.6375
2022-05-09 04:30:00;14.73;67.36;0.869;0;15.89;50.69;17.78;0.417;16.87;55.07;0;0.695;16.38;52.88;8.89;0.556
2022-05-09 04:40:00;14.64;69.16;0.797;0;16.09;50.17;17.78;0.371;17.03;54.58;0;0.716;16.56;52.375;8.89;0.5435
2022-05-09 04:50:00;15.09;69.84;1.69;0;16.23;49.93;17.68;0.788;17.2;54.58;0;0.442;16.715;52.255;8.84;0.615
2022-05-09 05:00:00;15.57;66.77;1.635;0;16.48;49.51;18.65;0.719;17.41;54.66;0;0.485;16.945;52.085;9.325;0.602
2022-05-09 05:10:00;15.8;65.37;2.425;0;16.76;49.1;19.13;0.626;17.63;54.23;0;0.464;17.195;51.665;9.565;0.545
2022-05-09 05:20:00;16.07;65.68;1.886;0;16.99;48.81;21.63;0.765;17.86;53.9;0;0.674;17.425;51.355;10.815;0.7195
2022-05-09 05:30:00;16.01;67.01;1.409;0;17.19;48.71;23.07;1.623;18.03;53.99;5.737;1.77;17.61;51.35;14.4035;1.6965
2022-05-09 05:40:00;15.85;66.78;0.453;1.123;17.32;48.72;23.26;4.566;18.2;53.52;9.06;4.108;17.76;51.12;16.16;4.337
2022-05-09 05:50:00;15.47;67.9;0.37;5.391;17.42;48.48;24.32;9.27;18.35;53.04;9.06;9.65;17.885;50.76;16.69;9.46
2022-05-09 06:00:00;15.28;69.03;0.505;13.19;17.51;48.34;28.83;17.32;18.49;52.76;12.98;18.46;18;50.55;20.905;17.89
2022-05-09 06:10:00;15.33;69.15;0.57;18.64;17.64;47.95;28.83;24.06;18.63;52.54;18.12;25.51;18.135;50.245;23.475;24.785
2022-05-09 06:20:00;15.37;69.53;0.372;16.26;17.76;47.93;28.83;22.21;18.78;52.33;14.49;23.76;18.27;50.13;21.66;22.985
2022-05-09 06:30:00;15.3;70.19;0.43;18.21;17.84;47.99;28.83;22.23;18.85;52.34;17.51;24.57;18.345;50.165;23.17;23.4
2022-05-09 06:40:00;15.28;70.93;0.373;29.08;17.95;47.67;31.04;33.05;19.01;52.02;20.84;36.64;18.48;49.845;25.94;34.845
2022-05-09 06:50:00;15.41;70.58;0.329;47.25;18.22;46.75;40.46;52.04;19.36;51;30.95;57.68;18.79;48.875;35.705;54.86
2022-05-09 07:00:00;15.73;70.17;0.36;75.7;18.71;45.32;58.05;85.7;19.96;49.68;48.01;94.7;19.335;47.5;53.03;90.2
2022-05-09 07:10:00;16.14;69.15;0.287;90.9;19.32;44.04;69.3;105.6;20.68;48.24;54.35;116.4;20;46.14;61.825;111
2022-05-09 07:20:00;16.76;55.57;1.56;108.5;19.99;41.75;77.85;122.8;21.44;45.73;58.28;135.6;20.715;43.74;68.065;129.2
2022-05-09 07:30:00;18.35;33.79;2.619;146.4;20.97;36.96;100.2;165.4;22.43;40.55;77.15;175.2;21.7;38.755;88.675;170.3
2022-05-09 07:40:00;19.76;30.97;5.21;217;22.97;28.05;143.5;244.2;24.25;33.31;112.2;240.7;23.61;30.68;127.85;242.45
2022-05-09 07:50:00;20.45;29.04;5.152;309.2;25.54;20.84;200;356.5;26.32;27.78;169.4;351.1;25.93;24.31;184.7;353.8
2022-05-09 08:00:00;20.85;29.3;4.797;361.9;28.48;15.72;191.9;368.2;28.73;23.92;195.8;413.9;28.605;19.82;193.85;391.05
2022-05-09 08:10:00;20.94;29.01;4.102;244.8;29.18;16.57;144.4;256.4;29.59;22.81;114.7;269.7;29.385;19.69;129.55;263.05
2022-05-09 08:20:00;20.97;26.38;3.225;238.8;28.5;16.65;151.6;278.1;29.03;22.64;123.2;282.5;28.765;19.645;137.4;280.3
2022-05-09 08:30:00;21.16;25.01;4.64;293.1;29.63;13.74;200.9;342.9;29.76;21.03;138;322.1;29.695;17.385;169.45;332.5
2022-05-09 08:40:00;21.21;25.12;4.274;311.7;29.94;13.1;181.2;343.9;29.86;20.37;162.4;364.4;29.9;16.735;171.8;354.15
2022-05-09 08:50:00;21.25;25.97;3.168;240.2;30.04;13.09;148;270.8;30.05;19.8;125.7;297.2;30.045;16.445;136.85;284
2022-05-09 09:00:00;21.16;27.16;3.743;243.1;29.59;13.92;150.9;276.2;29.86;20.3;127.5;302.1;29.725;17.11;139.2;289.15
2022-05-09 09:10:00;21.44;27.39;3.501;299.4;29.61;13.78;187.8;346.2;30.01;20.4;163;382.5;29.81;17.09;175.4;364.35
2022-05-09 09:20:00;22.14;26.82;2.952;605;31.43;11.16;400.3;693.4;31.58;19.25;291.3;657.1;31.505;15.205;345.8;675.25
