TIMESTAMP;Tair_Avg;RH_Avg;WS_Avg;SolRad_Out_Avg;Tair_in_1_Avg;RH_in_1_Avg;Sol_in_1_Avg;Par_in_1_Avg;Tair_in_2_Avg;RH_in_2_Avg;Sol_in_2_Avg;Par_in_2_Avg;Tin_Avg;RHin_Avg;Solin_Avg;Par_Avg
2022-02-14 14:10:00;17.04;49.55;1.223;460.7;38.57;16.69;174.1;334.7;38.96;22.38;153.9;365;38.765;19.535;164;349.85
2022-02-14 14:20:00;16.49;50.71;0.855;196.2;35.26;20.94;109.2;220.9;36.23;25.41;89.8;235.4;35.745;23.175;99.5;228.15
2022-02-14 14:30:00;15.56;55.32;1.54;492.6;33.23;21.73;182.9;347.1;33.93;27.11;150;353.3;33.58;24.42;166.45;350.2
2022-02-14 14:40:00;15.85;53.97;0.872;398.4;33.94;20.58;181.7;341.8;34.42;26.09;162.9;359.8;34.18;23.335;172.3;350.8
2022-02-14 14:50:00;15.63;55.35;0.876;279.1;32.21;24.02;160.7;308.2;33.57;27.49;134.8;324.6;32.89;25.755;147.75;316.4
2022-02-14 15:00:00;15.35;55.45;1.562;231.8;30.51;26.4;135.7;265.6;32.25;29.1;117.1;284.6;31.38;27.75;126.4;275.1
2022-02-14 15:10:00;15.19;55.74;1.433;237.1;29.04;28.25;135.9;264;30.93;30.98;113.6;279.5;29.985;29.615;124.75;271.75
2022-02-14 15:20:00;15.16;55.85;1.179;215.7;27.84;30.27;126.8;244.8;29.95;32.52;102.5;257.2;28.895;31.395;114.65;251
2022-02-14 15:30:00;15.26;54.37;1.664;242.6;27.06;31.17;136.4;264.6;29.35;33.01;115.6;278.8;28.205;32.09;126;271.7
2022-02-14 15:40:00;15.05;54.64;1.639;188.8;26.39;32.12;113.9;213.9;28.58;33.49;94.2;231.2;27.485;32.805;104.05;222.55
2022-02-14 15:50:00;15.09;54.41;1.666;211;25.83;32.41;133.4;236.3;28;34.57;106.9;253.3;26.915;33.49;120.15;244.8
2022-02-14 16:00:00;15.13;53.73;1.968;217.2;25.52;32.84;115.3;211.9;27.76;34.48;98.1;235;26.64;33.66;106.7;223.45
2022-02-14 16:10:00;15.16;53.57;1.72;178.1;25.1;33.38;106.6;201.2;27.23;35.3;88.6;215.4;26.165;34.34;97.6;208.3
2022-02-14 16:20:00;15.18;53.67;1.734;188.2;24.7;33.96;107.2;197.8;26.83;35.79;94.2;217.6;25.765;34.875;100.7;207.7
2022-02-14 16:30:00;15.61;49.55;1.77;370.7;24.96;32.59;139.3;244.1;27.67;33.4;129.8;281.8;26.315;32.995;134.55;262.95
2022-02-14 16:40:00;15.67;47.38;2.12;232;25.26;31.99;75.23;141.8;29.23;29.68;105;205.2;27.245;30.835;90.115;173.5
2022-02-14 16:50:00;15.42;49.07;1.616;193.3;24.86;32.43;52.17;105;30.43;27.97;102.2;223.7;27.645;30.2;77.185;164.35
2022-02-14 17:00:00;15.09;50.22;1.842;153.2;24.24;30.47;52.84;98.4;28.62;28.92;61.88;139.5;26.43;29.695;57.36;118.95
2022-02-14 17:10:00;14.92;52.42;1.874;167.7;23.73;30.23;63.89;109.9;25.99;31.93;68.67;142.2;24.86;31.08;66.28;126.05
2022-02-14 17:20:00;14.8;52.35;1.531;139.9;23.2;32.56;59.28;98.5;25.28;33.81;54.19;110.3;24.24;33.185;56.735;104.4
2022-02-14 17:30:00;14.59;51.15;1.487;82.2;22.63;34.19;39.01;64.92;24.49;36.01;36.38;68.38;23.56;35.1;37.695;66.65
2022-02-14 17:40:00;14.36;52.05;0.678;44.8;21.68;36.63;28.92;42.02;23.27;38.97;25.21;44.11;22.475;37.8;27.065;43.065
2022-02-14 17:50:00;14.1;55.3;0.693;31.51;20.68;39.33;24.21;26.86;22.12;42.12;18.11;28.08;21.4;40.725;21.16;27.47
2022-02-14 18:00:00;13.51;64.09;0.642;13.47;19.6;42.88;15.85;15.51;20.96;45.47;10.26;16.52;20.28;44.175;13.055;16.015
2022-02-14 18:10:00;13.02;66.46;0.195;1.489;18.59;46.17;9.13;8.48;19.86;48.68;9.06;8.49;19.225;47.425;9.095;8.485
2022-02-14 18:20:00;12.58;67.88;0.229;0;17.65;49.29;4.708;3.43;18.84;51.84;8.91;3.371;18.245;50.565;6.809;3.4005
2022-02-14 18:30:00;11.93;69.57;0;0;16.71;52.5;1.633;1.205;17.9;54.85;1.51;0.927;17.305;53.675;1.5715;1.066
2022-02-14 18:40:00;11.15;70.96;0;0;15.79;55.53;0.096;0.811;16.97;57.87;0;0.379;16.38;56.7;0.048;0.595
2022-02-14 18:50:00;10.48;72.83;0.224;0;14.92;58.4;0;0.719;16.14;60.31;0;0.548;15.53;59.355;0;0.6335
2022-02-14 19:00:00;10;73.77;0.17;0;14.17;60.55;0;0.811;15.41;62.48;0;0.506;14.79;61.515;0;0.6585
2022-02-14 19:10:00;9.64;74.56;0.076;0;13.59;62.18;0;0.95;14.82;64.18;0;0.464;14.205;63.18;0;0.707
2022-02-14 19:20:00;9.35;75.52;0.033;0;13.14;63.29;0;0.835;14.31;65.78;0;0.442;13.725;64.535;0;0.6385
2022-02-14 19:30:00;9.11;76.5;0.041;0;12.68;64.52;0;0.95;13.87;66.84;0;0.485;13.275;65.68;0;0.7175
2022-02-14 19:40:00;8.87;77.1;0.002;0;12.27;65.42;0;0.626;13.44;67.79;0;0.611;12.855;66.605;0;0.6185
2022-02-14 19:50:00;8.6;77.63;0.011;0;11.87;66.23;0;0.533;13.04;68.6;0.302;0.653;12.455;67.415;0.151;0.593
2022-02-14 20:00:00;8.35;78.34;0.044;0;11.49;66.84;0;0.811;12.64;69.27;0;0.19;12.065;68.055;0;0.5005
2022-02-14 20:10:00;8.1;78.84;0.048;0;11.14;67.42;0;0.672;12.31;69.7;0;0.527;11.725;68.56;0;0.5995
2022-02-14 20:20:00;7.9;79.24;0.125;0;10.83;67.83;0;0.765;12;70.13;0.151;0.443;11.415;68.98;0.0755;0.604
2022-02-14 20:30:00;7.759;79.4;0.078;0;10.57;68.08;0;0.811;11.69;70.64;0;0.358;11.13;69.36;0;0.5845
2022-02-14 20:40:00;7.609;79.33;0.026;0;10.3;68.43;0;0.209;11.43;71.12;0;0.716;10.865;69.775;0;0.4625
2022-02-14 20:50:00;7.484;79.52;0.223;0;10.06;68.7;0;0.695;11.19;71.32;0;0.295;10.625;70.01;0;0.495
2022-02-14 21:00:00;7.391;79.25;0.154;0;9.84;69.02;0;0.672;10.96;71.59;0;0.527;10.4;70.305;0;0.5995
2022-02-14 21:10:00;7.276;79.05;0.419;0;9.64;69.22;0;0.603;10.73;71.77;0.151;0.527;10.185;70.495;0.0755;0.565
2022-02-14 21:20:00;7.165;78.86;0.26;0;9.45;69.45;0;0.626;10.51;72.1;0;0.4;9.98;70.775;0;0.513
2022-02-14 21:30:00;7.005;79.32;0.254;0;9.23;69.74;0;0.672;10.35;72.15;0;0.358;9.79;70.945;0;0.515
2022-02-14 21:40:00;6.89;79.54;0.001;0;9.07;69.76;0;0.51;10.18;72.36;0;0.527;9.625;71.06;0;0.5185
2022-02-14 21:50:00;6.621;79.95;0.444;0;8.9;69.98;0;0.58;10.03;72.43;0.151;0.548;9.465;71.205;0.0755;0.564
2022-02-14 22:00:00;6.492;80.3;0.379;0;8.7;70.35;0;0.51;9.84;72.62;0;0.548;9.27;71.485;0;0.529
2022-02-14 22:10:00;6.552;79.98;0.191;0;8.57;70.47;0;0.533;9.68;72.95;0.151;0.464;9.125;71.71;0.0755;0.4985
2022-02-14 22:20:00;6.523;79.85;0.061;0;8.46;70.6;0;0.58;9.57;73.1;0;0.422;9.015;71.85;0;0.501
2022-02-14 22:30:00;6.476;79.79;0.064;0;8.32;70.83;0;0.441;9.45;73.18;0.302;0.485;8.885;72.005;0.151;0.463
2022-02-14 22:40:00;6.483;79.57;0.244;0;8.18;70.98;0;0.394;9.31;73.27;0;0.611;8.745;72.125;0;0.5025
2022-02-14 22:50:00;6.492;79.31;0.304;0;8.09;70.9;0;0.487;9.22;73.34;0.151;0.527;8.655;72.12;0.0755;0.507
2022-02-14 23:00:00;6.482;79.16;0.015;0;7.956;71.26;0;0.603;9.13;73.38;0;0.401;8.543;72.32;0;0.502
2022-02-14 23:10:00;6.383;79.22;0.162;0;7.85;71.49;0;0.533;9.04;73.52;0.302;0.379;8.445;72.505;0.151;0.456
2022-02-14 23:20:00;6.22;79.59;0.021;0;7.737;71.64;0;0.626;8.95;73.56;0.302;0.422;8.3435;72.6;0.151;0.524
2022-02-14 23:30:00;6.085;80.3;0.043;0;7.635;71.73;0;0.649;8.82;73.71;0.151;0.443;8.2275;72.72;0.0755;0.546
2022-02-14 23:40:00;6.08;80.8;0.02;0;7.521;71.91;0;0.533;8.7;73.83;0.151;0.464;8.1105;72.87;0.0755;0.4985
2022-02-14 23:50:00;6.095;81.2;0.019;0;7.399;72.13;0;0.905;8.58;74.09;0;0.253;7.9895;73.11;0;0.579
2022-02-15 00:00:00;5.921;81.5;0.003;0;7.281;72.32;0;0.603;8.47;74.28;0.302;0.379;7.8755;73.3;0.151;0.491
2022-02-15 00:10:00;5.757;82.3;0;0;7.144;72.33;0;0.441;8.32;74.5;0.151;0.569;7.732;73.415;0.0755;0.505
2022-02-15 00:20:00;5.596;83.1;0;0;7.022;72.69;0;0.371;8.23;74.49;0.604;0.379;7.626;73.59;0.302;0.375
2022-02-15 00:30:00;5.541;83.9;0;0;6.895;72.9;0;0.58;8.11;74.66;0.151;0.443;7.5025;73.78;0.0755;0.5115
2022-02-15 00:40:00;5.535;84.4;0.043;0;6.806;72.82;0;0.533;7.994;74.83;0.151;0.506;7.4;73.825;0.0755;0.5195
2022-02-15 00:50:00;5.403;84.6;0;0;6.703;72.89;0;0.673;7.871;75.07;0.151;0.295;7.287;73.98;0.0755;0.484
2022-02-15 01:00:00;5.339;84.9;0;0;6.605;72.93;0;0.51;7.784;75.03;0.453;0.464;7.1945;73.98;0.2265;0.487
2022-02-15 01:10:00;5.19;85;0.003;0;6.506;73.05;0;0.487;7.701;75.12;0.151;0.464;7.1035;74.085;0.0755;0.4755
2022-02-15 01:20:00;5.225;85.3;0.002;0;6.417;73.16;0;0.557;7.605;75.24;0;0.443;7.011;74.2;0;0.5
2022-02-15 01:30:00;5.256;85.3;0;0;6.344;73.21;0;0.464;7.501;75.45;0;0.379;6.9225;74.33;0;0.4215
2022-02-15 01:40:00;5.212;85.2;0.033;0;6.271;73.15;0;0.533;7.407;75.45;0.302;0.337;6.839;74.3;0.151;0.435
2022-02-15 01:50:00;5.204;85.3;0;0;6.196;73.31;0;0.487;7.341;75.47;0.302;0.401;6.7685;74.39;0.151;0.444
2022-02-15 02:00:00;5.231;85.3;0.003;0;6.147;73.32;0;0.441;7.311;75.41;0;0.548;6.729;74.365;0;0.4945
2022-02-15 02:10:00;5.094;85.4;0;0;6.074;73.48;0;0.464;7.248;75.53;0.151;0.464;6.661;74.505;0.0755;0.464
2022-02-15 02:20:00;5.117;85.8;0;0;6.009;73.61;0;0.487;7.164;75.76;0;0.485;6.5865;74.685;0;0.486
2022-02-15 02:30:00;5.226;86.1;0.041;0;5.993;73.91;0;0.557;7.165;76.03;0.453;0.422;6.579;74.97;0.2265;0.4895
2022-02-15 02:40:00;5.296;86.3;0.107;0;6.141;74.39;0;0.673;7.283;76.55;0;0.464;6.712;75.47;0;0.5685
2022-02-15 02:50:00;5.518;86.6;0.089;0;6.235;74.57;0;0.533;7.37;76.8;0.604;0.379;6.8025;75.685;0.302;0.456
2022-02-15 03:00:00;5.695;86.4;0.104;0;6.253;74.48;0;0.533;7.377;76.74;0.302;0.485;6.815;75.61;0.151;0.509
2022-02-15 03:10:00;5.746;85.9;0.073;0;6.24;74.57;0;0.533;7.409;76.48;0.151;0.401;6.8245;75.525;0.0755;0.467
2022-02-15 03:20:00;5.758;85.7;0;0;6.242;74.74;0;0.51;7.444;76.51;0;0.548;6.843;75.625;0;0.529
2022-02-15 03:30:00;5.77;85.8;0.166;0;6.301;74.81;0;0.464;7.504;76.72;0.453;0.337;6.9025;75.765;0.2265;0.4005
2022-02-15 03:40:00;5.81;86.1;0.028;0;6.441;75.23;0;0.394;7.661;77;0.151;0.548;7.051;76.115;0.0755;0.471
2022-02-15 03:50:00;5.91;86.3;0.281;0;6.63;75.5;0;0.603;7.825;77.33;0.453;0.422;7.2275;76.415;0.2265;0.5125
2022-02-15 04:00:00;5.88;86.4;0;0;6.7;75.64;0;0.417;7.893;77.56;0.302;0.443;7.2965;76.6;0.151;0.43
2022-02-15 04:10:00;5.81;86.7;0.32;0;6.648;75.69;0;0.487;7.826;77.52;0;0.443;7.237;76.605;0;0.465
2022-02-15 04:20:00;5.729;87;0.03;0;6.51;75.81;0;0.417;7.682;77.57;0.302;0.59;7.096;76.69;0.151;0.5035
2022-02-15 04:30:00;5.559;87.4;0.084;0;6.395;75.66;0;0.58;7.534;77.53;0.151;0.379;6.9645;76.595;0.0755;0.4795
2022-02-15 04:40:00;5.386;87.9;0;0;6.24;75.6;0;0.696;7.368;77.63;0;0.443;6.804;76.615;0;0.5695
2022-02-15 04:50:00;5.362;88.6;0.037;0;6.105;75.63;0;0.719;7.223;77.74;0.151;0.295;6.664;76.685;0.0755;0.507
2022-02-15 05:00:00;5.537;89.3;0.062;0;5.997;75.93;0;0.487;7.14;77.84;0.151;0.337;6.5685;76.885;0.0755;0.412
2022-02-15 05:10:00;5.748;89.7;0.029;0;5.979;76.04;0;0.51;7.129;78.06;0.302;0.464;6.554;77.05;0.151;0.487
2022-02-15 05:20:00;5.902;90;0.018;0;6.028;76.33;0;0.441;7.195;78.27;0;0.274;6.6115;77.3;0;0.3575
2022-02-15 05:30:00;6.104;90.3;0.024;0.333;6.173;76.65;0;0.464;7.317;78.86;0.151;0.295;6.745;77.755;0.0755;0.3795
2022-02-15 05:40:00;6.378;90.5;0.001;0.99;6.42;77.08;0;0.464;7.539;79.13;0.302;0.337;6.9795;78.105;0.151;0.4005
2022-02-15 05:50:00;6.587;90.5;0;0.258;6.685;77.4;0;0.673;7.819;79.33;0;0.316;7.252;78.365;0;0.4945
2022-02-15 06:00:00;6.734;90.4;0.029;0;6.947;77.55;0;0.278;8.07;79.53;0.453;0.464;7.5085;78.54;0.2265;0.371
2022-02-15 06:10:00;6.834;90.4;0.139;0;7.141;77.69;0;0.487;8.25;79.69;0.302;0.59;7.6955;78.69;0.151;0.5385
2022-02-15 06:20:00;6.851;90.3;0.28;0;7.183;77.56;0;0.487;8.29;79.78;0;0.443;7.7365;78.67;0;0.465
2022-02-15 06:30:00;6.77;90.3;0.18;0;7.065;77.3;0;0.719;8.12;79.57;0.151;0.295;7.5925;78.435;0.0755;0.507
2022-02-15 06:40:00;6.669;90.3;0.158;0;6.87;77.21;0;0.487;7.914;79.51;0.302;0.506;7.392;78.36;0.151;0.4965
2022-02-15 06:50:00;6.32;90.1;0;0;6.715;77.29;0;0.255;7.792;79.42;0.604;0.59;7.2535;78.355;0.302;0.4225
2022-02-15 07:00:00;6.15;90.6;0.065;0;6.617;77.51;0;0.441;7.72;79.57;0.302;0.59;7.1685;78.54;0.151;0.5155
2022-02-15 07:10:00;6.173;91.2;0.092;0;6.517;77.7;0;0.626;7.657;79.64;2.115;0.717;7.087;78.67;1.0575;0.6715
2022-02-15 07:20:00;6.128;91.4;0.599;0.724;6.458;77.71;0.961;2.296;7.584;79.74;8.61;2.551;7.021;78.725;4.7855;2.4235
2022-02-15 07:30:00;6.368;92.2;0.042;6.865;6.498;77.69;5.767;7.236;7.628;79.6;8.16;7.462;7.063;78.645;6.9635;7.349
2022-02-15 07:40:00;6.39;91.9;0.018;11.86;6.676;77.54;9.51;13.48;7.848;79.44;9.06;14.71;7.262;78.49;9.285;14.095
2022-02-15 07:50:00;6.238;91.9;0.004;24.36;6.892;76.93;15.95;26.19;8.09;78.93;16.92;28.99;7.491;77.93;16.435;27.59
2022-02-15 08:00:00;6.291;92.4;0.544;39.9;7.187;76.09;24.22;41.68;8.43;77.97;26.13;45.47;7.8085;77.03;25.175;43.575
2022-02-15 08:10:00;6.855;93.5;0.698;54.88;7.658;74.93;28.83;56.73;8.98;76.81;35.35;62.23;8.319;75.87;32.09;59.48
2022-02-15 08:20:00;7.563;93.6;0.788;40.81;8.19;74.6;25.56;44.86;9.57;75.99;27.49;48.67;8.88;75.295;26.525;46.765
2022-02-15 08:30:00;8.1;92.4;1.441;37.27;8.65;74.65;24.99;45.32;9.98;76.02;26.73;49.07;9.315;75.335;25.86;47.195
2022-02-15 08:40:00;8.57;90.2;1.302;51.59;9.13;73.93;28.83;63.73;10.45;75.37;35.49;69.73;9.79;74.65;32.16;66.73
2022-02-15 08:50:00;8.93;88;0.996;60.5;9.64;72.79;35.18;76.07;11;74.17;42.74;82.5;10.32;73.48;38.96;79.285
2022-02-15 09:00:00;9.19;86.2;1.781;69.61;10.18;71.71;40.75;88.3;11.57;72.98;45;96.3;10.875;72.345;42.875;92.3
2022-02-15 09:10:00;9.41;84.3;1.814;81.5;10.72;70.43;48.92;103.6;12.13;71.46;53.31;113.4;11.425;70.945;51.115;108.5
2022-02-15 09:20:00;9.59;82.8;1.87;104.7;11.37;68.38;63.72;131.9;12.76;69.82;57.38;144.6;12.065;69.1;60.55;138.25
2022-02-15 09:30:00;9.77;81.8;1.952;145.5;12.18;65.89;84.6;173.3;13.59;67.3;78.52;191;12.885;66.595;81.56;182.15
2022-02-15 09:40:00;10.01;80.7;1.791;165;13.17;62.92;95.1;191.9;14.7;63.99;88.8;211.5;13.935;63.455;91.95;201.7
2022-02-15 09:50:00;10.29;80.1;2.074;163.5;13.94;61.18;96.8;198;15.56;61.95;87.6;217.3;14.75;61.565;92.2;207.65
2022-02-15 10:00:00;10.64;79.48;1.977;186.9;14.77;58.79;111.6;224.6;16.39;60.17;102.7;247.3;15.58;59.48;107.15;235.95
2022-02-15 10:10:00;10.87;78.75;1.737;110.8;15.22;58.83;63.14;138.7;16.81;59.52;63.12;151.8;16.015;59.175;63.13;145.25
2022-02-15 10:20:00;11.01;78.47;1.491;96.5;15.12;59.71;55.94;126.1;16.55;60.71;55.56;137.6;15.835;60.21;55.75;131.85
2022-02-15 10:30:00;11.12;78.14;1.596;130.3;15.23;58.8;76.31;166.9;16.57;60.54;75.04;182.1;15.9;59.67;75.675;174.5
2022-02-15 10:40:00;11.25;78.1;1.469;164;15.56;57.86;98.8;210.8;16.94;59.79;96;230.2;16.25;58.825;97.4;220.5
2022-02-15 10:50:00;11.42;77.4;1.534;189.1;16.1;56.07;110.8;235.3;17.57;58.11;106.7;256.6;16.835;57.09;108.75;245.95
2022-02-15 11:00:00;11.61;76.73;1.733;221.6;16.94;53.27;132.3;275.2;18.47;55.79;125.9;300;17.705;54.53;129.1;287.6
2022-02-15 11:10:00;11.83;76.12;2.142;287.3;17.9;50.96;169.8;346.3;19.52;53.32;161.5;380;18.71;52.14;165.65;363.15
2022-02-15 11:20:00;12.15;75.03;1.879;266.1;18.9;49.1;158.1;321.4;20.65;51.2;150.4;353.4;19.775;50.15;154.25;337.4
2022-02-15 11:30:00;12.57;73.45;1.744;385.3;20.28;44.75;196;395.4;21.98;47.83;186.5;429.5;21.13;46.29;191.25;412.45
2022-02-15 11:40:00;12.85;71.4;1.934;390.8;21.88;41.02;209.4;419.1;23.68;44.44;201.3;465.9;22.78;42.73;205.35;442.5
2022-02-15 11:50:00;13.02;70.41;1.908;363.4;23.28;38.1;190.7;385.2;25.1;41.96;184.3;438;24.19;40.03;187.5;411.6
2022-02-15 12:00:00;13.29;69.62;2.005;613.7;26.19;30.36;199.6;430;27.41;37.34;279.8;616.9;26.8;33.85;239.7;523.45
2022-02-15 12:10:00;13.88;66.58;2.602;635.4;30.13;24.56;154.8;392.5;31.19;32.64;329.9;733.5;30.66;28.6;242.35;563
2022-02-15 12:20:00;14.25;65.5;2.465;636.3;30.46;27.39;128;373.5;33.55;30.12;357.5;788.4;32.005;28.755;242.75;580.95
2022-02-15 12:30:00;14.64;64.25;2.304;646.9;30.29;27.59;139.6;296.4;34.91;28.73;382.4;808;32.6;28.16;261;552.2
2022-02-15 12:40:00;14.83;63.67;2.026;619.9;30.8;27.31;178.6;296.2;35.93;27.67;357.5;801;33.365;27.49;268.05;548.6
2022-02-15 12:50:00;15.17;62.71;2.102;650.1;33.77;22.05;222.2;486.3;35.68;27.88;236.1;671.7;34.725;24.965;229.15;579
2022-02-15 13:00:00;15.47;61;2.008;642.8;35.56;20.64;195.6;502.7;36.38;27.42;425;678.5;35.97;24.03;310.3;590.6
2022-02-15 13:10:00;15.75;59.5;1.791;636.1;34.51;22.61;211.7;411.6;36.95;27.01;358.6;929;35.73;24.81;285.15;670.3
2022-02-15 13:20:00;16.13;57.52;1.3;629.7;34.94;21.32;213.7;431.9;35.85;27.86;144.9;417.3;35.395;24.59;179.3;424.6
2022-02-15 13:30:00;16.71;55.93;1.342;626.7;35.45;20.89;194.5;437.7;35.71;27.72;143.5;495.1;35.58;24.305;169;466.4
2022-02-15 13:40:00;16.66;55.57;1.499;627.4;36.22;20.23;210.4;435.5;35.96;27.22;160.9;344.9;36.09;23.725;185.65;390.2
2022-02-15 13:50:00;16.29;55.03;1.014;438.5;35.41;21.97;174.5;344.3;36.13;26.65;177.2;394.3;35.77;24.31;175.85;369.3
2022-02-15 14:00:00;16.5;54.64;0.554;390.9;34.16;23.53;197.1;387.1;35.82;26.67;175.1;419.5;34.99;25.1;186.1;403.3
2022-02-15 14:10:00;16.69;53.81;0.877;400.4;33;24.48;221.5;432.3;35.18;27.47;197.3;464.6;34.09;25.975;209.4;448.45
2022-02-15 14:20:00;16.57;53.44;1.042;602;33.02;23.36;258;498.7;34.91;27.64;228.1;520.3;33.965;25.5;243.05;509.5
2022-02-15 14:30:00;17.57;50.07;0.813;641;35.49;19.89;198.5;386;36.39;25.53;180.5;409.3;35.94;22.71;189.5;397.65
2022-02-15 14:40:00;17.78;52.68;1.195;501.4;37;18.63;151.5;297.4;37.81;23.88;198.8;392.9;37.405;21.255;175.15;345.15
2022-02-15 14:50:00;18.36;52.89;0.88;524.6;37.53;18.23;157.2;310.3;38.58;22.98;199.5;468.7;38.055;20.605;178.35;389.5
2022-02-15 15:00:00;18.9;51.73;1.533;484.1;37.43;18.5;274.3;422.6;38.85;22.8;210.8;446.6;38.14;20.65;242.55;434.6
2022-02-15 15:10:00;18.53;52.76;1.781;410;36.46;20.25;248;424.9;38.38;23.72;163.6;405.6;37.42;21.985;205.8;415.25
2022-02-15 15:20:00;17.99;54.03;1.784;442.8;35.5;21.54;257.6;512.3;37.45;24.63;176.9;424.8;36.475;23.085;217.25;468.55
2022-02-15 15:30:00;18.02;54.36;1.696;422.5;34.52;23.02;127.8;297;36.96;25.32;161.3;340;35.74;24.17;144.55;318.5
2022-02-15 15:40:00;18.12;54.06;1.822;386.5;33.06;24.5;113.6;221;36.95;25.22;148.4;343.4;35.005;24.86;131;282.2
2022-02-15 15:50:00;17.88;53.22;2.325;301.2;32.09;25.64;98.9;193.8;36.56;25.48;99.2;253;34.325;25.56;99.05;223.4
2022-02-15 16:00:00;16.88;55.76;2.279;201.3;30.68;27.66;79.26;164.7;34.35;27.79;72.75;193.5;32.515;27.725;76.005;179.1
2022-02-15 16:10:00;16.17;58.6;1.843;145.5;28.69;30.93;71.39;154.5;31.46;32.26;57.81;167.2;30.075;31.595;64.6;160.85
2022-02-15 16:20:00;15.94;59.39;1.96;130.1;26.89;33.98;70.71;149.9;29.03;36.18;58.86;162.8;27.96;35.08;64.785;156.35
2022-02-15 16:30:00;15.84;59.75;1.686;159.3;25.81;35.27;83.6;163.1;27.84;37.38;72.9;177.5;26.825;36.325;78.25;170.3
2022-02-15 16:40:00;15.85;60.98;1.644;64.95;24.77;37.7;39.3;80.3;26.59;40.36;42.56;86.9;25.68;39.03;40.93;83.6
2022-02-15 16:50:00;15.62;61.48;1.683;92.4;23.74;39.43;55.15;107.7;25.42;42.22;53.43;116.3;24.58;40.825;54.29;112
2022-02-15 17:00:00;15.64;62.12;1.644;97.2;23.19;40.49;57.46;110.5;24.84;43.25;52.98;119.4;24.015;41.87;55.22;114.95
2022-02-15 17:10:00;15.46;63.54;1.53;61.25;22.51;42.68;38.82;78.57;24.1;45.22;37.73;84.1;23.305;43.95;38.275;81.335
2022-02-15 17:20:00;15.24;64.8;1.313;41.9;21.58;45.24;28.82;49.27;23.04;47.73;27.17;52.96;22.31;46.485;27.995;51.115
2022-02-15 17:30:00;15.16;65.49;1.257;43.27;20.81;47.03;24.02;33.79;22.21;49.58;26.11;36.51;21.51;48.305;25.065;35.15
2022-02-15 17:40:00;15.16;65.71;1.48;48.89;20.34;47.95;28.54;42.81;21.72;50.52;27.17;46.74;21.03;49.235;27.855;44.775
2022-02-15 17:50:00;15.08;65.78;0.974;30.74;19.96;48.96;21.04;33.14;21.35;51.47;21.74;36.69;20.655;50.215;21.39;34.915
2022-02-15 18:00:00;14.8;66.69;0.891;12.49;19.29;51.24;11.82;18.87;20.66;53.64;12.53;20.96;19.975;52.44;12.175;19.915
2022-02-15 18:10:00;14.43;67.67;0.587;2.412;18.48;53.85;5.476;9.64;19.75;56.27;9.06;10.03;19.115;55.06;7.268;9.835
2022-02-15 18:20:00;14.11;68.71;0.387;0;17.64;56.49;0.096;3.847;18.85;58.96;8.76;3.708;18.245;57.725;4.428;3.7775
2022-02-15 18:30:00;13.59;70.13;0.553;0;16.95;58.32;0;1.321;18.15;60.76;0.453;0.906;17.55;59.54;0.2265;1.1135
2022-02-15 18:40:00;12.93;72.13;0.793;0;16.47;59.48;0.673;0.672;17.65;62.12;0;0.737;17.06;60.8;0.3365;0.7045
2022-02-15 18:50:00;12.5;73.85;0.29;0;16.03;60.77;1.537;0.788;17.15;63.51;0;0.59;16.59;62.14;0.7685;0.689
2022-02-15 19:00:00;12.12;75.59;0.226;0;15.56;62.29;0;0.719;16.65;64.98;0;0.548;16.105;63.635;0;0.6335
2022-02-15 19:10:00;11.9;77.31;0.503;0;15;64.06;0.096;0.95;16.14;66.43;0;0.421;15.57;65.245;0.048;0.6855
2022-02-15 19:20:00;11.69;78.72;0.471;0;14.55;65.19;0;0.858;15.76;67.35;0;0.421;15.155;66.27;0;0.6395
2022-02-15 19:30:00;11.52;80.1;0.449;0;14.28;65.73;0;0.765;15.49;67.76;0;0.632;14.885;66.745;0;0.6985
2022-02-15 19:40:00;11.51;81;0.72;0;14.07;66.12;1.153;0.58;15.31;68.08;0;0.632;14.69;67.1;0.5765;0.606
2022-02-15 19:50:00;11.5;81.3;0.521;0;13.97;66.07;2.211;0.626;15.2;68.23;0;0.906;14.585;67.15;1.1055;0.766
2022-02-15 20:00:00;11.48;81.7;0.549;0;13.87;66.28;0;0.556;15.12;68.48;0;0.695;14.495;67.38;0;0.6255
2022-02-15 20:10:00;11.47;81.9;0.398;0;13.74;66.57;0.096;0.742;14.97;69.05;0;0.464;14.355;67.81;0.048;0.603
2022-02-15 20:20:00;11.32;82;0.219;0;13.64;66.92;0;0.626;14.83;69.46;0;0.442;14.235;68.19;0;0.534
2022-02-15 20:30:00;11.15;82.7;0.104;0;13.52;67.32;0;0.696;14.65;70.09;0;0.485;14.085;68.705;0;0.5905
2022-02-15 20:40:00;11.09;83.6;0.316;0;13.39;67.67;0.192;0.719;14.52;70.37;0;0.464;13.955;69.02;0.096;0.5915
2022-02-15 20:50:00;11.12;84.3;0.626;0;13.31;67.8;0.192;0.603;14.47;70.46;0;0.485;13.89;69.13;0.096;0.544
2022-02-15 21:00:00;11.14;84.5;0.183;0;13.28;67.94;4.613;0.487;14.42;70.44;0;0.464;13.85;69.19;2.3065;0.4755
